BPUIC1;BPUIC2;NUM_CONNECTIONS;AVG_DURATION
8587727;8501171;69;2.0
8501171;8501172;69;2.0
8501172;8501173;69;4.0
8508100;8508151;73;1.0
8508151;8594258;36;1.0
8594258;8508161;36;1.0
8508161;8508173;36;1.0
8508173;8508162;36;2.0
8508162;8508168;36;1.0
8508168;8508163;36;1.0
8508163;8508164;19;2.0
8508163;8508168;36;0.0
8508168;8508162;36;2.0
8508162;8508173;36;1.0
8508173;8508161;36;1.0
8508161;8594258;36;1.0
8594258;8508151;36;1.0
8508151;8508100;73;4.78
8508164;8508163;19;1.0
8501500;8530303;22;1.0
8530303;8501561;22;3.27
8501561;8501562;22;11.0
8501562;8501563;22;5.0
8501563;8530334;22;1.0
8530334;8501564;22;3.82
8501564;8501565;22;8.0
8501565;8501566;21;6.05
8501566;8501568;21;4.81
8501565;8501564;22;8.45
8501564;8530334;22;2.05
8530334;8501563;22;3.14
8501563;8501562;22;4.14
8501562;8501561;22;14.14
8501561;8530303;22;2.14
8530303;8501500;22;4.82
8501568;8501566;20;2.0
8501566;8501565;20;9.0
8501397;8501396;21;2.05
8501396;8501388;21;1.95
8501388;8501395;21;3.0
8501395;8501198;21;1.05
8501198;8501394;21;4.43
8501394;8501393;24;4.0
8501393;8501392;24;1.79
8501392;8501391;24;5.0
8501391;8504070;24;5.67
8504070;8501379;24;4.62
8501379;8501378;24;5.71
8501378;8501377;5;12.8
8501377;8501385;20;3.0
8501385;8501376;20;4.2
8501376;8501384;34;3.0
8501384;8501375;34;3.85
8501375;8501374;34;2.09
8501374;8501383;20;1.0
8501383;8501382;20;1.0
8501382;8501390;20;1.8
8501390;8501381;20;1.0
8501381;8501380;20;1.0
8501380;8501300;22;5.59
8501394;8501198;20;1.0
8501198;8501395;20;2.0
8501395;8501388;20;2.0
8501388;8501396;20;3.0
8501396;8501397;20;4.0
8501397;8501398;20;5.0
8501398;8501399;20;4.0
8501399;8507270;19;3.0
8507270;8507271;19;4.95
8507271;8507272;26;5.0
8507272;8507273;19;5.95
8507273;8507290;19;12.26
8501399;8501398;20;3.0
8501398;8501397;20;4.1
8501378;8501387;19;3.05
8501387;8501386;19;3.0
8501386;8501377;19;6.0
8501300;8501380;21;1.0
8501380;8501381;21;1.0
8501381;8501390;21;1.14
8501390;8501382;21;1.86
8501382;8501383;21;1.0
8501383;8501374;21;1.76
8501374;8501375;36;3.03
8501375;8501384;36;2.0
8501384;8501376;36;4.11
8501376;8501385;21;3.0
8501385;8501377;21;6.0
8501377;8501386;20;3.0
8501386;8501387;20;3.0
8501387;8501378;20;3.1
8501378;8501379;25;8.32
8501379;8504070;25;5.2
8504070;8501391;25;4.08
8501391;8501392;25;4.92
8501392;8501393;25;1.96
8501393;8501394;25;6.72
8507290;8507273;19;7.0
8507273;8507272;19;7.0
8507272;8507271;26;3.73
8507271;8507270;19;5.0
8507270;8501399;19;6.89
8501377;8501376;14;8.14
8501374;8501300;12;10.0
8501300;8501374;15;7.0
8501376;8501377;15;8.8
8501374;8501380;2;5.5
8501377;8501378;5;10.0
8507290;8507274;25;2.0
8507274;8507275;25;3.0
8507275;8507276;25;4.0
8507276;8507277;25;2.0
8507277;8507278;25;3.0
8507278;8507279;25;3.96
8501399;8507271;7;7.0
8507272;8507290;7;15.29
8507279;8507278;25;2.0
8507278;8507277;25;2.0
8507277;8507276;25;4.04
8507276;8507275;25;2.0
8507275;8507274;25;3.08
8507274;8507290;25;3.32
8507290;8507272;7;13.57
8507271;8501399;7;10.14
8501300;8504070;4;44.0
8504070;8501394;4;17.0
8501394;8501399;4;18.0
8501399;8501394;4;17.0
8501394;8504070;4;16.0
8504070;8501300;4;51.0
8501062;8501057;31;3.0
8501057;8501063;31;5.0
8501063;8501064;31;2.0
8501064;8501065;31;3.0
8501065;8501058;31;2.0
8501058;8501056;31;2.0
8501056;8501066;31;3.0
8501066;8501067;50;2.0
8501067;8501068;50;4.0
8501068;8510670;50;1.0
8510670;8501069;50;1.0
8501069;8501053;50;1.0
8501053;8501059;50;1.62
8501059;8501030;50;4.0
8501030;8501059;50;1.0
8501059;8501053;50;1.0
8501053;8501069;50;1.0
8501069;8510670;50;2.62
8510670;8501068;50;1.38
8501068;8501067;50;4.0
8501067;8501066;50;2.0
8501066;8501056;31;1.0
8501056;8501058;31;3.0
8501058;8501065;31;3.0
8501065;8501064;31;1.0
8501064;8501063;31;4.0
8501063;8501057;31;4.0
8501057;8501062;31;4.0
8501060;8501061;19;5.0
8501061;8501055;19;2.0
8501055;8519077;19;3.0
8519077;8501062;19;4.0
8501062;8519077;18;2.0
8519077;8501055;18;3.0
8501055;8501061;18;2.0
8501061;8501060;18;6.0
8509073;8509072;33;3.09
8509072;8509071;21;5.14
8509071;8509070;21;4.76
8509070;8509068;5;12.6
8509068;8509067;21;3.0
8509067;8509065;8;8.0
8509065;8509064;20;5.65
8509064;8509063;7;4.14
8509063;8509062;7;2.0
8509062;8509061;7;2.0
8509061;8509060;7;4.29
8509060;8509059;33;3.88
8509059;8509058;20;1.95
8509058;8509057;20;4.0
8509057;8509002;34;3.24
8509002;8509060;27;10.0
8509060;8509064;14;9.0
8509064;8509065;22;5.59
8509065;8509067;9;8.0
8509067;8509068;21;3.62
8509068;8509069;20;6.0
8509069;8509070;20;6.95
8509070;8509071;22;4.64
8509071;8509072;22;5.91
8509072;8509073;34;3.53
8509002;8509057;33;2.0
8509057;8509058;20;4.4
8509058;8509059;20;2.0
8509059;8509060;33;3.97
8509060;8509062;13;4.0
8509062;8509064;13;6.0
8509060;8509002;26;10.0
8509060;8509061;7;3.0
8509061;8509062;7;2.0
8509062;8509063;7;2.14
8509063;8509064;7;4.14
8509068;8509070;2;12.0
8509067;8509064;13;14.0
8509064;8509062;14;5.93
8509062;8509060;14;5.0
8509068;8509065;12;11.0
8509064;8509060;13;9.92
8509065;8509068;13;11.0
8509064;8509067;12;13.0
8509070;8509069;16;6.0
8509069;8509068;16;8.5
8509251;8509252;36;3.0
8509252;8509253;36;4.17
8509000;8509181;30;5.9
8509181;8509183;17;3.88
8509183;8509189;15;18.13
8509189;8509192;17;15.06
8509192;8509193;2;7.0
8509193;8509194;2;4.0
8509194;8509195;2;6.0
8509195;8509197;17;12.06
8509197;8509198;16;17.0
8509198;8509250;3;9.33
8509250;8509251;29;3.0
8509251;8509250;27;2.0
8509250;8509197;1;26.0
8509197;8509195;16;12.12
8509195;8509194;3;5.0
8509194;8509193;3;4.0
8509193;8509192;3;7.0
8509192;8509189;16;15.81
8509189;8509188;23;3.04
8509188;8509187;23;2.0
8509187;8509186;23;3.96
8509186;8509185;23;5.26
