BPUIC1;BPUIC2;NUM_CONNECTIONS;AVG_DURATION
8506381;8506374;39;24.33
8506381;8506373;41;25.07
8506381;8506372;39;27.33
8506381;8506371;39;30.33
8506381;8519306;39;32.33
8506381;8506302;41;37.0
8506381;8506270;39;41.13
8506381;8506358;39;43.13
8506381;8506359;39;45.13
8506381;8518100;39;46.13
8506381;8506361;39;48.13
8506381;8506362;39;51.13
8506381;8506364;39;54.13
8506381;8506365;39;56.13
8506381;8506366;39;58.13
8506381;8506367;39;60.13
8506381;8506368;39;62.13
8506381;8506369;39;64.13
8506378;8506382;40;0.0
8506378;8506276;40;2.0
8506378;8506377;42;5.95
8506378;8506376;40;8.03
8506378;8506375;42;11.98
8506378;8506470;40;15.1
8506378;8506374;40;16.1
8506378;8506373;42;17.05
8506378;8506372;40;19.1
8506378;8506371;40;22.1
8506378;8519306;40;24.1
8506378;8506302;42;28.98
8506378;8506270;40;32.95
8506378;8506358;40;34.95
8506378;8506359;40;36.95
8506378;8518100;40;37.95
8506378;8506361;40;39.95
8506378;8506362;40;42.95
8506378;8506364;40;45.95
8506378;8506365;40;47.95
8506378;8506366;40;49.95
8506378;8506367;40;51.95
8506378;8506368;40;53.95
8506378;8506369;40;55.95
8506382;8506276;40;2.0
8506382;8506377;40;6.0
8506382;8506376;40;8.03
8506382;8506375;40;12.03
8506382;8506470;40;15.1
8506382;8506374;40;16.1
8506382;8506373;40;17.1
8506382;8506372;40;19.1
8506382;8506371;40;22.1
8506382;8519306;40;24.1
8506382;8506302;40;29.12
8506382;8506270;40;32.95
8506382;8506358;40;34.95
8506382;8506359;40;36.95
8506382;8518100;40;37.95
8506382;8506361;40;39.95
8506382;8506362;40;42.95
8506382;8506364;40;45.95
8506382;8506365;40;47.95
8506382;8506366;40;49.95
8506382;8506367;40;51.95
8506382;8506368;40;53.95
8506382;8506369;40;55.95
8506276;8506377;40;4.0
8506276;8506376;40;6.03
8506276;8506375;40;10.03
8506276;8506470;40;13.1
8506276;8506374;40;14.1
8506276;8506373;40;15.1
8506276;8506372;40;17.1
8506276;8506371;40;20.1
8506276;8519306;40;22.1
8506276;8506302;40;27.12
8506276;8506270;40;30.95
8506276;8506358;40;32.95
8506276;8506359;40;34.95
8506276;8518100;40;35.95
8506276;8506361;40;37.95
8506276;8506362;40;40.95
8506276;8506364;40;43.95
8506276;8506365;40;45.95
8506276;8506366;40;47.95
8506276;8506367;40;49.95
8506276;8506368;40;51.95
8506276;8506369;40;53.95
8506377;8506376;40;2.0
8506377;8506375;42;6.0
8506377;8506470;40;9.07
8506377;8506374;40;10.07
8506377;8506373;42;11.07
8506377;8506372;40;13.07
8506377;8506371;40;16.07
8506377;8519306;40;18.07
8506377;8506302;42;23.0
8506377;8506270;40;26.93
8506377;8506358;40;28.93
8506377;8506359;40;30.93
8506377;8518100;40;31.93
8506377;8506361;40;33.92
8506377;8506362;40;36.92
8506377;8506364;40;39.92
8506377;8506365;40;41.92
8506377;8506366;40;43.92
8506377;8506367;40;45.92
8506377;8506368;40;47.92
8506377;8506369;40;49.92
8506376;8506375;40;4.0
8506376;8506470;40;7.08
8506376;8506374;40;8.07
8506376;8506373;40;9.07
8506376;8506372;40;11.07
8506376;8506371;40;14.07
8506376;8519306;40;16.07
8506376;8506302;40;21.1
8506376;8506270;40;24.93
8506376;8506358;40;26.93
8506376;8506359;40;28.93
8506376;8518100;40;29.93
8506376;8506361;40;31.93
8506376;8506362;40;34.92
8506376;8506364;40;37.92
8506376;8506365;40;39.92
8506376;8506366;40;41.92
8506376;8506367;40;43.92
8506376;8506368;40;45.92
8506376;8506369;40;47.92
8506375;8506470;54;2.0
8506375;8506374;54;3.0
8506375;8506373;56;4.0
8506375;8506372;54;6.0
8506375;8506371;54;9.0
8506375;8519306;54;11.0
8506375;8506302;56;15.95
8506375;8506270;54;19.59
8506375;8506358;54;21.59
8506375;8506359;54;23.59
8506375;8518100;54;24.59
8506375;8506361;54;26.59
8506375;8506362;54;29.59
8506375;8506364;54;32.59
8506375;8506365;54;34.59
8506375;8506366;54;36.59
8506375;8506367;52;38.65
8506375;8506368;52;40.65
8506375;8506369;52;42.65
8506470;8506374;54;1.0
8506470;8506373;54;2.0
8506470;8506372;54;4.0
8506470;8506371;54;7.0
8506470;8519306;54;9.0
8506470;8506302;54;14.02
8506470;8506270;54;17.59
8506470;8506358;54;19.59
8506470;8506359;54;21.59
8506470;8518100;54;22.59
8506470;8506361;54;24.59
8506470;8506362;54;27.59
8506470;8506364;54;30.59
8506470;8506365;54;32.59
8506470;8506366;54;34.59
8506470;8506367;52;36.65
8506470;8506368;52;38.65
8506470;8506369;52;40.65
8506374;8506373;54;1.0
8506374;8506372;54;3.0
8506374;8506371;54;6.0
8506374;8519306;54;8.0
8506374;8506302;54;13.02
8506374;8506270;54;16.59
8506374;8506358;54;18.59
8506374;8506359;54;20.59
8506374;8518100;54;21.59
8506374;8506361;54;23.59
8506374;8506362;54;26.59
8506374;8506364;54;29.59
8506374;8506365;54;31.59
8506374;8506366;54;33.59
8506374;8506367;52;35.65
8506374;8506368;52;37.65
8506374;8506369;52;39.65
8506373;8506372;54;2.0
8506373;8506371;54;5.0
8506373;8519306;54;7.0
8506373;8506302;56;11.95
8506373;8506270;54;15.59
8506373;8506358;54;17.59
8506373;8506359;54;19.59
8506373;8518100;54;20.59
8506373;8506361;54;22.59
8506373;8506362;54;25.59
8506373;8506364;54;28.59
8506373;8506365;54;30.59
8506373;8506366;54;32.59
8506373;8506367;52;34.65
8506373;8506368;52;36.65
8506373;8506369;52;38.65
8506372;8506371;54;3.0
8506372;8519306;54;5.0
8506372;8506302;54;10.02
8506372;8506270;54;13.59
8506372;8506358;54;15.59
8506372;8506359;54;17.59
8506372;8518100;54;18.59
8506372;8506361;54;20.59
8506372;8506362;54;23.59
8506372;8506364;54;26.59
8506372;8506365;54;28.59
8506372;8506366;54;30.59
8506372;8506367;52;32.65
8506372;8506368;52;34.65
8506372;8506369;52;36.65
8506371;8519306;54;2.0
8506371;8506302;54;7.02
8506371;8506270;54;10.59
8506371;8506358;54;12.59
8506371;8506359;54;14.59
8506371;8518100;54;15.59
8506371;8506361;54;17.59
8506371;8506362;54;20.59
8506371;8506364;54;23.59
8506371;8506365;54;25.59
8506371;8506366;54;27.59
8506371;8506367;52;29.65
8506371;8506368;52;31.65
8506371;8506369;52;33.65
8519306;8506302;54;5.02
8519306;8506270;54;8.59
8519306;8506358;54;10.59
8519306;8506359;54;12.59
8519306;8518100;54;13.59
8519306;8506361;54;15.59
8519306;8506362;54;18.59
8519306;8506364;54;21.59
8519306;8506365;54;23.59
8519306;8506366;54;25.59
8519306;8506367;52;27.65
8519306;8506368;52;29.65
8519306;8506369;52;31.65
8506302;8506270;55;2.0
8506302;8506358;55;4.0
8506302;8506359;55;6.0
8506302;8518100;55;7.0
8506302;8506361;55;9.0
8506302;8506362;55;12.0
8506302;8506364;55;15.0
8506302;8506365;55;17.0
8506302;8506366;55;19.0
8506302;8506367;53;21.0
8506302;8506368;53;23.0
8506302;8506369;53;25.0
8506270;8506358;55;2.0
8506270;8506359;55;4.0
8506270;8518100;55;5.0
8506270;8506361;55;7.0
8506270;8506362;55;10.0
8506270;8506364;55;13.0
8506270;8506365;55;15.0
8506270;8506366;55;17.0
8506270;8506367;53;19.0
8506270;8506368;53;21.0
8506270;8506369;53;23.0
8506358;8506359;55;2.0
8506358;8518100;55;3.0
8506358;8506361;55;5.0
8506358;8506362;55;8.0
8506358;8506364;55;11.0
8506358;8506365;55;13.0
8506358;8506366;55;15.0
8506358;8506367;53;17.0
8506358;8506368;53;19.0
8506358;8506369;53;21.0
8506359;8518100;55;1.0
8506359;8506361;55;3.0
8506359;8506362;55;6.0
8506359;8506364;55;9.0
8506359;8506365;55;11.0
8506359;8506366;55;13.0
8506359;8506367;53;15.0
8506359;8506368;53;17.0
8506359;8506369;53;19.0
8518100;8506361;55;2.0
8518100;8506362;55;5.0
8518100;8506364;55;8.0
8518100;8506365;55;10.0
8518100;8506366;55;12.0
8518100;8506367;53;14.0
8518100;8506368;53;16.0
8518100;8506369;53;18.0
8506361;8506362;55;3.0
8506361;8506364;55;6.0
8506361;8506365;55;8.0
8506361;8506366;55;10.0
8506361;8506367;53;12.0
8506361;8506368;53;14.0
8506361;8506369;53;16.0
8506362;8506364;55;3.0
8506362;8506365;55;5.0
8506362;8506366;55;7.0
8506362;8506367;53;9.0
8506362;8506368;53;11.0
8506362;8506369;53;13.0
8506364;8506365;55;2.0
8506364;8506366;55;4.0
8506364;8506367;53;6.0
8506364;8506368;53;8.0
8506364;8506369;53;10.0
8506365;8506366;55;2.0
8506365;8506367;53;4.0
8506365;8506368;53;6.0
8506365;8506369;53;8.0
8506378;8506383;13;2.0
8506378;8506384;13;3.0
8506378;8506385;13;4.0
8506378;8506386;13;6.0
8506378;8506387;13;10.0
8506378;8506388;13;12.0
8506378;8506389;13;15.0
8506378;8506379;13;23.0
8506383;8506384;13;1.0
8506383;8506385;13;2.0
8506383;8506386;13;4.0
8506383;8506387;13;8.0
8506383;8506388;13;10.0
8506383;8506389;13;13.0
8506383;8506379;13;21.0
8506384;8506385;13;1.0
8506384;8506386;13;3.0
8506384;8506387;13;7.0
8506384;8506388;13;9.0
8506384;8506389;13;12.0
8506384;8506379;13;20.0
8506385;8506386;13;2.0
8506385;8506387;13;6.0
8506385;8506388;13;8.0
8506385;8506389;13;11.0
8506385;8506379;13;19.0
8506386;8506387;13;4.0
8506386;8506388;13;6.0
8506386;8506389;13;9.0
8506386;8506379;13;17.0
8506387;8506388;13;2.0
8506387;8506389;13;5.0
8506387;8506379;13;13.0
8506388;8506389;13;3.0
8506388;8506379;13;11.0
8506389;8506379;13;8.0
8506379;8506389;13;4.0
8506379;8506388;13;6.0
8506379;8506387;13;7.0
8506379;8506386;13;10.0
8506379;8506385;13;11.0
8506379;8506384;13;12.0
8506379;8506383;13;13.0
